NAME,state,county,Estimate!!Total
"Montezuma County, Colorado",08,083,25909.0
"San Miguel County, Colorado",08,113,7968.0
"Boulder County, Colorado",08,013,321030.0
"Las Animas County, Colorado",08,071,14179.0
"Yuma County, Colorado",08,125,10069.0
"Routt County, Colorado",08,107,24874.0
"Summit County, Colorado",08,117,30429.0
"Clear Creek County, Colorado",08,019,9379.0
"Delta County, Colorado",08,029,30346.0
"Pueblo County, Colorado",08,101,164685.0
"Morgan County, Colorado",08,087,28257.0
"Park County, Colorado",08,093,17392.0
"Mesa County, Colorado",08,077,149998.0
"Prowers County, Colorado",08,099,12052.0
"El Paso County, Colorado",08,041,688153.0
"Washington County, Colorado",08,121,4840.0
"Arapahoe County, Colorado",08,005,636671.0
"Broomfield County, Colorado",08,014,66120.0
"New Haven County, Connecticut",09,009,859339.0
"Tolland County, Connecticut",09,013,151269.0
"Hartford County, Connecticut",09,003,894730.0
"Windham County, Connecticut",09,015,116538.0
"Middlesex County, Connecticut",09,007,163368.0
"New Castle County, Delaware",10,003,555133.0
"Sussex County, Delaware",10,005,219540.0
"District of Columbia, District of Columbia",11,001,684498.0
"Okaloosa County, Florida",12,091,200737.0
"Taylor County, Florida",12,123,22098.0
"Washington County, Florida",12,133,24566.0
"Duval County, Florida",12,031,924229.0
"Bradford County, Florida",12,007,26979.0
"Brevard County, Florida",12,009,576808.0
"Clay County, Florida",12,019,207291.0
"Lafayette County, Florida",12,067,8744.0
"Lake County, Florida",12,069,335362.0
"Nassau County, Florida",12,089,80578.0
"Pinellas County, Florida",12,103,957875.0
"Polk County, Florida",12,105,668671.0
"St. Lucie County, Florida",12,111,305591.0
"Glades County, Florida",12,043,13363.0
"Hendry County, Florida",12,051,40127.0
"Indian River County, Florida",12,061,150984.0
"Jackson County, Florida",12,063,48472.0
"Palm Beach County, Florida",12,099,1446277.0
"St. Johns County, Florida",12,109,235503.0
"Seminole County, Florida",12,117,455086.0
"Miami-Dade County, Florida",12,086,2715516.0
"Bay County, Florida",12,005,182482.0
"Flagler County, Florida",12,035,107139.0
"Franklin County, Florida",12,037,11736.0
"Hamilton County, Florida",12,047,14269.0
"Liberty County, Florida",12,077,8365.0
"Sumter County, Florida",12,119,120999.0
"Gadsden County, Florida",12,039,46017.0
"Holmes County, Florida",12,059,19430.0
"Lee County, Florida",12,071,718679.0
"Marion County, Florida",12,083,348371.0
"Collier County, Florida",12,021,363922.0
"Orange County, Florida",12,095,1321194.0
"Pasco County, Florida",12,101,510593.0
"Highlands County, Florida",12,055,102101.0
"Suwannee County, Florida",12,121,43924.0
"DeSoto County, Florida",12,027,36399.0
"Calhoun County, Florida",12,013,14444.0
"Columbia County, Florida",12,023,69105.0
"Dixie County, Florida",12,029,16437.0
"Putnam County, Florida",12,107,72766.0
"Union County, Florida",12,125,15239.0
"Manatee County, Florida",12,081,373853.0
"Levy County, Florida",12,075,39961.0
"Baker County, Florida",12,003,27785.0
"Volusia County, Florida",12,127,527634.0
"Leon County, Florida",12,073,288102.0
"Madison County, Florida",12,079,18474.0
"Escambia County, Florida",12,033,311522.0
"Hernando County, Florida",12,053,182696.0
"Calhoun County, Georgia",13,037,6428.0
"Macon County, Georgia",13,193,13480.0
"Bleckley County, Georgia",13,023,12775.0
"Bibb County, Georgia",13,021,153490.0
"Marion County, Georgia",13,197,8484.0
"Schley County, Georgia",13,249,5211.0
"Dooly County, Georgia",13,093,13905.0
"Franklin County, Georgia",13,119,22514.0
"Effingham County, Georgia",13,103,58689.0
"Lamar County, Georgia",13,171,18513.0
"Emanuel County, Georgia",13,107,22499.0
"Quitman County, Georgia",13,239,2276.0
"Jasper County, Georgia",13,159,13784.0
"Johnson County, Georgia",13,167,9730.0
"Liberty County, Georgia",13,179,62108.0
"Mitchell County, Georgia",13,205,22432.0
"Seminole County, Georgia",13,253,8437.0
"Tift County, Georgia",13,277,40510.0
"Twiggs County, Georgia",13,289,8284.0
"Polk County, Georgia",13,233,41621.0
"Talbot County, Georgia",13,263,6378.0
"Taylor County, Georgia",13,269,8193.0
"Terrell County, Georgia",13,273,8859.0
"Thomas County, Georgia",13,275,44730.0
"Toombs County, Georgia",13,279,27048.0
"Wilkinson County, Georgia",13,319,9078.0
"Ben Hill County, Georgia",13,017,17154.0
"Burke County, Georgia",13,033,22550.0
"Catoosa County, Georgia",13,047,66299.0
"Chattahoochee County, Georgia",13,053,10767.0
"Chattooga County, Georgia",13,055,24817.0
"Columbia County, Georgia",13,073,147295.0
"Decatur County, Georgia",13,087,26833.0
"Floyd County, Georgia",13,115,96824.0
"Forsyth County, Georgia",13,117,219880.0
"Habersham County, Georgia",13,137,44289.0
"Lowndes County, Georgia",13,185,114582.0
"Meriwether County, Georgia",13,199,21113.0
"Monroe County, Georgia",13,207,27010.0
"Sumter County, Georgia",13,261,30352.0
"Taliaferro County, Georgia",13,265,1665.0
"Baker County, Georgia",13,007,3189.0
"Butts County, Georgia",13,035,23750.0
"Candler County, Georgia",13,043,10827.0
"Carroll County, Georgia",13,045,116022.0
"Crawford County, Georgia",13,079,12344.0
"Crisp County, Georgia",13,081,22846.0
"Coweta County, Georgia",13,077,140516.0
"Cobb County, Georgia",13,067,745057.0
"Dade County, Georgia",13,083,16227.0
"Walton County, Georgia",13,297,90132.0
"Brooks County, Georgia",13,027,15622.0
"Dodge County, Georgia",13,091,20919.0
"Elbert County, Georgia",13,105,19212.0
"Fayette County, Georgia",13,113,111369.0
"Jenkins County, Georgia",13,165,8827.0
"Newton County, Georgia",13,217,106497.0
"Pickens County, Georgia",13,227,30832.0
"Colquitt County, Georgia",13,071,45606.0
"Dawson County, Georgia",13,085,23861.0
"Clayton County, Georgia",13,063,278666.0
"Hall County, Georgia",13,139,195961.0
"Heard County, Georgia",13,149,11677.0
"Hancock County, Georgia",13,141,8535.0
"McDuffie County, Georgia",13,189,21498.0
"Morgan County, Georgia",13,211,18235.0
"Dougherty County, Georgia",13,095,91049.0
"Fannin County, Georgia",13,111,24925.0
"Houston County, Georgia",13,153,151682.0
"Laurens County, Georgia",13,175,47418.0
"Spalding County, Georgia",13,255,64719.0
"Telfair County, Georgia",13,271,16115.0
"Union County, Georgia",13,291,22775.0
"Washington County, Georgia",13,303,20461.0
"White County, Georgia",13,311,28928.0
"Paulding County, Georgia",13,223,155840.0
"Pike County, Georgia",13,231,18082.0
"Richmond County, Georgia",13,245,201463.0
"Tattnall County, Georgia",13,267,25353.0
"Berrien County, Georgia",13,019,19025.0
"Walker County, Georgia",13,295,68824.0
"Gwinnett County, Georgia",13,135,902298.0
"Barrow County, Georgia",13,013,76887.0
"Charlton County, Georgia",13,049,12983.0
"Clinch County, Georgia",13,065,6743.0
"Bartow County, Georgia",13,015,103620.0
"Douglas County, Georgia",13,097,141840.0
"Grady County, Georgia",13,131,24926.0
"Jeff Davis County, Georgia",13,161,14991.0
"Montgomery County, Georgia",13,209,9036.0
"Oglethorpe County, Georgia",13,221,14784.0
"Randolph County, Georgia",13,243,7087.0
"Rockdale County, Georgia",13,247,89011.0
"Ware County, Georgia",13,299,35599.0
"Wayne County, Georgia",13,305,29767.0
"Wheeler County, Georgia",13,309,7939.0
"Wilcox County, Georgia",13,315,8846.0
"Baldwin County, Georgia",13,009,45286.0
"Bulloch County, Georgia",13,031,74782.0
"Clarke County, Georgia",13,059,124602.0
"Echols County, Georgia",13,101,3994.0
"Glynn County, Georgia",13,127,83974.0
"Haralson County, Georgia",13,143,28956.0
"Jefferson County, Georgia",13,163,15772.0
"Jones County, Georgia",13,169,28548.0
"Murray County, Georgia",13,213,39557.0
"Muscogee County, Georgia",13,215,196670.0
"Rabun County, Georgia",13,241,16457.0
"Stewart County, Georgia",13,259,6042.0
"Treutlen County, Georgia",13,283,6777.0
"Irwin County, Georgia",13,155,9268.0
"Atkinson County, Georgia",13,003,8265.0
"Bacon County, Georgia",13,005,11228.0
"Brantley County, Georgia",13,025,18561.0
"Washington County, Idaho",16,087,10025.0
"Cassia County, Idaho",16,031,23615.0
"Gem County, Idaho",16,045,17052.0
"Valley County, Idaho",16,085,10401.0
"Adams County, Idaho",16,003,4019.0
"Nez Perce County, Idaho",16,069,40155.0
"Kootenai County, Idaho",16,055,153605.0
"Lewis County, Idaho",16,061,3845.0
"Butte County, Idaho",16,023,2602.0
"Twin Falls County, Idaho",16,083,83666.0
"Owyhee County, Idaho",16,073,11455.0
"Boise County, Idaho",16,015,7163.0
"Caribou County, Idaho",16,029,6918.0
"Ada County, Idaho",16,001,446052.0
"Bannock County, Idaho",16,005,85065.0
"Bingham County, Idaho",16,011,45551.0
"Camas County, Idaho",16,025,886.0
"Canyon County, Idaho",16,027,212230.0
"Jefferson County, Idaho",16,051,27969.0
"Latah County, Idaho",16,057,39239.0
"Payette County, Idaho",16,075,23041.0
"Benewah County, Idaho",16,009,9086.0
"Clark County, Idaho",16,033,1077.0
"Elmore County, Idaho",16,039,26433.0
"Fremont County, Idaho",16,043,12965.0
"Shoshone County, Idaho",16,079,12526.0
"Idaho County, Idaho",16,049,16337.0
"Hawaii County, Hawaii",15,001,197658.0
"Maui County, Hawaii",15,009,165281.0
"Kauai County, Hawaii",15,007,71377.0
"Kalawao County, Hawaii",15,005,75.0
"Jersey County, Illinois",17,083,22069.0
"Putnam County, Illinois",17,155,5746.0
"De Witt County, Illinois",17,039,16042.0
"Fayette County, Illinois",17,051,21724.0
"Lee County, Illinois",17,103,34527.0
"Logan County, Illinois",17,107,29207.0
"Macoupin County, Illinois",17,117,45719.0
"Richland County, Illinois",17,159,15881.0
"Saline County, Illinois",17,165,24231.0
"Washington County, Illinois",17,189,14155.0
"Montgomery County, Illinois",17,135,29009.0
"Whiteside County, Illinois",17,195,56396.0
"Adams County, Illinois",17,001,66427.0
"Clinton County, Illinois",17,027,37628.0
"DeKalb County, Illinois",17,037,104200.0
"Edwards County, Illinois",17,047,6507.0
"Jasper County, Illinois",17,079,9598.0
"Jefferson County, Illinois",17,081,38169.0
"Will County, Illinois",17,197,688697.0
"Williamson County, Illinois",17,199,67299.0
"Douglas County, Illinois",17,041,19714.0
"Fulton County, Illinois",17,057,35418.0
"Greene County, Illinois",17,061,13218.0
"Hardin County, Illinois",17,069,4009.0
"Henry County, Illinois",17,073,49464.0
"Knox County, Illinois",17,095,50999.0
"Lake County, Illinois",17,097,703619.0
"Massac County, Illinois",17,127,14430.0
"Scott County, Illinois",17,171,5047.0
"Cass County, Illinois",17,017,12665.0
"LaSalle County, Illinois",17,099,110401.0
"Hancock County, Illinois",17,067,18112.0
"Grundy County, Illinois",17,063,50509.0
"Kankakee County, Illinois",17,091,111061.0
"DuPage County, Illinois",17,043,931743.0
"Sangamon County, Illinois",17,167,197661.0
"Menard County, Illinois",17,129,12367.0
"Stephenson County, Illinois",17,177,45433.0
"Cook County, Illinois",17,031,5223719.0
"Ogle County, Illinois",17,141,51328.0
"Morgan County, Illinois",17,137,34426.0
"White County, Illinois",17,193,14025.0
"Woodford County, Illinois",17,203,38817.0
"Henderson County, Illinois",17,071,6884.0
"McHenry County, Illinois",17,111,307789.0
"McLean County, Illinois",17,113,173219.0
"Perry County, Illinois",17,145,21384.0
"Pike County, Illinois",17,149,15754.0
"Rock Island County, Illinois",17,161,145275.0
"St. Clair County, Illinois",17,163,263463.0
"Wabash County, Illinois",17,185,11573.0
"Calhoun County, Illinois",17,013,4858.0
"Cumberland County, Illinois",17,035,10865.0
"Jo Daviess County, Illinois",17,085,21834.0
"Kane County, Illinois",17,089,530839.0
"Lawrence County, Illinois",17,101,16189.0
"Brown County, Illinois",17,009,6675.0
"Marshall County, Illinois",17,123,11794.0
"Iroquois County, Illinois",17,075,28169.0
"Christian County, Illinois",17,021,33231.0
"Clay County, Illinois",17,025,13338.0
"Gallatin County, Illinois",17,059,5157.0
"Jackson County, Illinois",17,077,58551.0
"Monroe County, Illinois",17,133,33936.0
"Peoria County, Illinois",17,143,184463.0
"Union County, Illinois",17,181,17127.0
"Winnebago County, Illinois",17,201,286174.0
"Piatt County, Illinois",17,147,16427.0
"Pulaski County, Illinois",17,153,5611.0
"Schuyler County, Illinois",17,169,7064.0
"Stark County, Illinois",17,175,5500.0
"Edgar County, Illinois",17,045,17539.0
"Bond County, Illinois",17,005,16712.0
"Boone County, Illinois",17,007,53606.0
"Bureau County, Illinois",17,011,33381.0
"Carroll County, Illinois",17,015,14562.0
"Coles County, Illinois",17,029,51736.0
"Crawford County, Illinois",17,033,19088.0
"Monroe County, Indiana",18,105,145403.0
"Fountain County, Indiana",18,045,16486.0
"Elkhart County, Indiana",18,039,203604.0
"Crawford County, Indiana",18,025,10581.0
"Cass County, Indiana",18,017,38084.0
"Marion County, Indiana",18,097,944523.0
"Clay County, Indiana",18,021,26268.0
"Hendricks County, Indiana",18,063,160940.0
"Franklin County, Indiana",18,047,22842.0
"Grant County, Indiana",18,053,66944.0
"Jackson County, Indiana",18,071,43938.0
"Howard County, Indiana",18,067,82387.0
"Owen County, Indiana",18,119,20878.0
"Randolph County, Indiana",18,135,25076.0
"Whitley County, Indiana",18,183,33649.0
"Brown County, Indiana",18,013,15034.0
"Clinton County, Indiana",18,023,32301.0
"Union County, Indiana",18,161,7153.0
"Lawrence County, Indiana",18,093,45619.0
"Daviess County, Indiana",18,027,32937.0
"Dearborn County, Indiana",18,029,49501.0
"Knox County, Indiana",18,083,37409.0
"Perry County, Indiana",18,123,19141.0
"Pulaski County, Indiana",18,131,12660.0
"Posey County, Indiana",18,129,25589.0
"Warren County, Indiana",18,171,8247.0
"Vermillion County, Indiana",18,165,15560.0
"Allen County, Indiana",18,003,370016.0
"Decatur County, Indiana",18,031,26552.0
"Floyd County, Indiana",18,043,76809.0
"Jennings County, Indiana",18,079,27727.0
"Johnson County, Indiana",18,081,151564.0
"Morgan County, Indiana",18,109,69727.0
"Gibson County, Indiana",18,051,33596.0
"Orange County, Indiana",18,117,19547.0
"Kosciusko County, Indiana",18,085,78806.0
"Marshall County, Indiana",18,099,46595.0
"Vanderburgh County, Indiana",18,163,181313.0
"Blackford County, Indiana",18,009,12129.0
"Scott County, Indiana",18,143,23743.0
"Harrison County, Indiana",18,061,39712.0
"LaPorte County, Indiana",18,091,110552.0
"Wabash County, Indiana",18,169,31631.0
"Jasper County, Indiana",18,073,33449.0
"Martin County, Indiana",18,101,10210.0
"Porter County, Indiana",18,127,168041.0
"Shelby County, Indiana",18,145,44399.0
"Ripley County, Indiana",18,137,28425.0
"Spencer County, Indiana",18,147,20526.0
"Sullivan County, Indiana",18,153,20792.0
"Tipton County, Indiana",18,159,15218.0
"Tippecanoe County, Indiana",18,157,189294.0
"Vigo County, Indiana",18,167,107693.0
"Warrick County, Indiana",18,173,61928.0
"Hamilton County, Indiana",18,057,316095.0
"DeKalb County, Indiana",18,033,42704.0
"LaGrange County, Indiana",18,087,38942.0
"Bartholomew County, Indiana",18,005,81893.0
"Rush County, Indiana",18,139,16704.0
"Boone County, Indiana",18,011,64321.0
"Fulton County, Indiana",18,049,20212.0
"Lake County, Indiana",18,089,486849.0
"Montgomery County, Indiana",18,107,38276.0
"Noble County, Indiana",18,113,47451.0
"Adams County, Indiana",18,001,35195.0
"Fayette County, Indiana",18,041,23259.0
"Delaware County, Iowa",19,055,17258.0
"Wayne County, Iowa",19,185,6413.0
"Linn County, Iowa",19,113,222121.0
"Scott County, Iowa",19,163,172288.0
"O'Brien County, Iowa",19,141,13911.0
"Benton County, Iowa",19,011,25626.0
"Dubuque County, Iowa",19,061,96802.0
"Hamilton County, Iowa",19,079,15110.0
"Pocahontas County, Iowa",19,151,6898.0
"Union County, Iowa",19,175,12453.0
"Van Buren County, Iowa",19,177,7223.0
"Ringgold County, Iowa",19,159,4984.0
"Davis County, Iowa",19,051,8885.0
"Adair County, Iowa",19,001,7124.0
"Audubon County, Iowa",19,009,5637.0
"Clarke County, Iowa",19,039,9282.0
"Ida County, Iowa",19,093,6916.0
"Keokuk County, Iowa",19,107,10200.0
"Monroe County, Iowa",19,135,7863.0
"Wapello County, Iowa",19,179,35315.0
"Sioux County, Iowa",19,167,34825.0
"Calhoun County, Iowa",19,025,9780.0
"Cedar County, Iowa",19,031,18445.0
"Cerro Gordo County, Iowa",19,033,42984.0
"Greene County, Iowa",19,073,9003.0
"Hardin County, Iowa",19,083,17127.0
"Lucas County, Iowa",19,117,8597.0
"Winnebago County, Iowa",19,189,10571.0
"Palo Alto County, Iowa",19,147,9055.0
"Appanoose County, Iowa",19,007,12510.0
"Iowa County, Iowa",19,095,16207.0
"Jasper County, Iowa",19,099,36891.0
"Winneshiek County, Iowa",19,191,20401.0
"Poweshiek County, Iowa",19,157,18605.0
"Marshall County, Iowa",19,127,40271.0
"Boone County, Iowa",19,015,26399.0
"Bremer County, Iowa",19,017,24782.0
"Howard County, Iowa",19,089,9264.0
"Emmet County, Iowa",19,063,9551.0
"Hancock County, Iowa",19,081,10888.0
"Madison County, Iowa",19,121,15890.0
"Marion County, Iowa",19,125,33207.0
"Wright County, Iowa",19,197,12804.0
"Madison County, Ohio",39,097,43988.0
"Muskingum County, Ohio",39,119,86076.0
"Dakota County, Minnesota",27,037,418201.0
"Lyon County, Minnesota",27,083,25839.0
"Renville County, Minnesota",27,129,14721.0
"Cook County, Minnesota",27,031,5311.0
"Meeker County, Minnesota",27,093,23079.0
"Pennington County, Minnesota",27,113,14184.0
"Wilkin County, Minnesota",27,167,6343.0
"Clay County, Minnesota",27,027,62801.0
"Fillmore County, Minnesota",27,045,20888.0
"Polk County, Minnesota",27,119,31591.0
"Roseau County, Minnesota",27,135,15462.0
"Watonwan County, Minnesota",27,165,10973.0
"Big Stone County, Minnesota",27,011,5016.0
"Cass County, Minnesota",27,021,29022.0
"Goodhue County, Minnesota",27,049,46217.0
"Jackson County, Minnesota",27,063,10047.0
"Nobles County, Minnesota",27,105,21839.0
"Sherburne County, Minnesota",27,141,93231.0
"Carver County, Minnesota",27,019,100416.0
"Itasca County, Minnesota",27,061,45203.0
"Ramsey County, Minnesota",27,123,541493.0
"Winona County, Minnesota",27,169,50847.0
"Madison County, Mississippi",28,089,103498.0
"Marion County, Mississippi",28,091,25202.0
"Titus County, Texas",48,449,32730.0
"Liberty County, Texas",48,291,81862.0
"Wise County, Texas",48,497,64639.0
"Jim Wells County, Texas",48,249,41192.0
"Dimmit County, Texas",48,127,10663.0
"Fort Bend County, Texas",48,157,739342.0
"Irion County, Texas",48,235,1524.0
"Cooke County, Texas",48,097,39571.0
"Dawson County, Texas",48,115,12964.0
"Burleson County, Texas",48,051,17863.0
"Jefferson County, Texas",48,245,255210.0
"Oldham County, Texas",48,359,2090.0
"El Paso County, Texas",48,141,837654.0
"Terrell County, Texas",48,443,862.0
"Uvalde County, Texas",48,463,27009.0
"Archer County, Texas",48,009,8789.0
"Hidalgo County, Texas",48,215,849389.0
"Somervell County, Texas",48,425,8743.0
"Tooele County, Utah",49,045,65185.0
"Haskell County, Texas",48,207,5809.0
"Mills County, Texas",48,333,4902.0
"Newton County, Texas",48,351,14057.0
"Summit County, Utah",49,043,40511.0
"Piute County, Utah",49,031,1904.0
"Beaver County, Utah",49,001,6443.0
"Sanpete County, Utah",49,039,29366.0
"Utah County, Utah",49,049,590440.0
"Franklin County, Vermont",50,011,49025.0
"Bennington County, Vermont",50,003,35920.0
"Essex County, Vermont",50,009,6208.0
"Buena Vista city, Virginia",51,530,6399.0
"Petersburg city, Virginia",51,730,31827.0
"Fairfax city, Virginia",51,600,23865.0
"Manassas city, Virginia",51,683,41457.0
"Suffolk city, Virginia",51,800,89160.0
"Chesterfield County, Virginia",51,041,339447.0
"Isle of Wight County, Virginia",51,093,36372.0
"Franklin city, Virginia",51,620,8211.0
"Charlottesville city, Virginia",51,540,47042.0
"Henrico County, Virginia",51,087,325642.0
"King William County, Virginia",51,101,16497.0
"Louisa County, Virginia",51,109,35380.0
"Prince Edward County, Virginia",51,147,22956.0
"Richmond County, Virginia",51,159,8878.0
"Spotsylvania County, Virginia",51,177,131412.0
"Clarke County, Virginia",51,043,14365.0
"Mecklenburg County, Virginia",51,117,30847.0
"Augusta County, Virginia",51,015,74701.0
"Dickenson County, Virginia",51,051,14960.0
"Loudoun County, Virginia",51,107,385143.0
"Roanoke County, Virginia",51,161,93583.0
"Colonial Heights city, Virginia",51,570,17593.0
"Bland County, Virginia",51,021,6447.0
"Buckingham County, Virginia",51,029,17004.0
"Covington city, Virginia",51,580,5582.0
"Virginia Beach city, Virginia",51,810,450135.0
"Galax city, Virginia",51,640,6638.0
"Westmoreland County, Virginia",51,193,17638.0
"Pulaski County, Virginia",51,155,34234.0
"Danville city, Virginia",51,590,41512.0
"Amherst County, Virginia",51,009,31882.0
"Bath County, Virginia",51,017,4393.0
"Newport News city, Virginia",51,700,180145.0
"Lynchburg city, Virginia",51,680,80131.0
"Martinsville city, Virginia",51,690,13101.0
"Essex County, Virginia",51,057,11036.0
"Staunton city, Virginia",51,790,24452.0
"Radford city, Virginia",51,750,17630.0
"Craig County, Virginia",51,045,5113.0
"Giles County, Virginia",51,071,16814.0
"Rappahannock County, Virginia",51,157,7332.0
"Ritchie County, West Virginia",54,085,9932.0
"Lincoln County, West Virginia",54,043,21078.0
"Putnam County, West Virginia",54,079,56652.0
"Boone County, West Virginia",54,005,22817.0
"Marshall County, West Virginia",54,051,31645.0
"Tucker County, West Virginia",54,093,7027.0
"Pleasants County, West Virginia",54,073,7507.0
"Roane County, West Virginia",54,087,14205.0
"Wood County, West Virginia",54,107,85556.0
"Mason County, West Virginia",54,053,26939.0
"Jefferson County, West Virginia",54,037,56179.0
"Logan County, West Virginia",54,045,33801.0
"Jefferson County, Washington",53,031,30856.0
"Pacific County, Washington",53,049,21281.0
"Skamania County, Washington",53,059,11620.0
"Clallam County, Washington",53,009,74487.0
"Klickitat County, Washington",53,039,21396.0
"Douglas County, Washington",53,017,41371.0
"Pierce County, Washington",53,053,859840.0
"Walla Walla County, Washington",53,071,60236.0
"Snohomish County, Washington",53,061,786620.0
"Thurston County, Washington",53,067,274684.0
"Clark County, Washington",53,011,465384.0
"Adams County, Washington",53,001,19452.0
"Skagit County, Washington",53,057,123907.0
"Lincoln County, Washington",53,043,10435.0
"Taylor County, Wisconsin",55,119,20356.0
"Price County, Wisconsin",55,099,13490.0
"Milwaukee County, Wisconsin",55,079,954209.0
"Dunn County, Wisconsin",55,033,44498.0
"Green County, Wisconsin",55,045,36864.0
"Shawano County, Wisconsin",55,115,41009.0
"Menominee County, Wisconsin",55,078,4579.0
"Buffalo County, Wisconsin",55,011,13167.0
"La Crosse County, Wisconsin",55,063,117850.0
"Eau Claire County, Wisconsin",55,035,102991.0
"Polk County, Wisconsin",55,095,43349.0
"Waukesha County, Wisconsin",55,133,398879.0
"Vilas County, Wisconsin",55,125,21593.0
"Juneau County, Wisconsin",55,057,26419.0
"Washington County, Wisconsin",55,131,134535.0
"Dane County, Wisconsin",55,025,529843.0
"Fond du Lac County, Wisconsin",55,039,102315.0
"Pepin County, Wisconsin",55,091,7262.0
"Portage County, Wisconsin",55,097,70599.0
"Lincoln County, Wyoming",56,023,19011.0
"Laramie County, Wyoming",56,021,97692.0
"Juana D�az Municipio, Puerto Rico",72,075,46960.0
"Santa Isabel Municipio, Puerto Rico",72,133,22066.0
"Guayama Municipio, Puerto Rico",72,057,41706.0
"Gurabo Municipio, Puerto Rico",72,063,46894.0
"Lo�za Municipio, Puerto Rico",72,087,26463.0
"Aguadilla Municipio, Puerto Rico",72,005,54166.0
"Las Mar�as Municipio, Puerto Rico",72,083,8599.0
"Villalba Municipio, Puerto Rico",72,149,22993.0
"Carolina Municipio, Puerto Rico",72,031,157453.0
"Corozal Municipio, Puerto Rico",72,047,34165.0
"Ponce Municipio, Puerto Rico",72,113,143926.0
"Toa Baja Municipio, Puerto Rico",72,137,79726.0
"Aguada Municipio, Puerto Rico",72,003,38643.0
"Ciales Municipio, Puerto Rico",72,039,16912.0
"Cidra Municipio, Puerto Rico",72,041,40343.0
"Luquillo Municipio, Puerto Rico",72,089,18547.0
"San Lorenzo Municipio, Puerto Rico",72,129,37873.0
"Jayuya Municipio, Puerto Rico",72,073,14906.0
"R�o Grande Municipio, Puerto Rico",72,119,50550.0
"Vega Baja Municipio, Puerto Rico",72,145,53371.0
"Guayanilla Municipio, Puerto Rico",72,059,19008.0
"Lajas Municipio, Puerto Rico",72,079,23315.0
"Marion County, Alabama",01,093,29965.0
"Jefferson County, Alabama",01,073,659892.0
"Franklin County, Alabama",01,059,31542.0
"Cherokee County, Alabama",01,019,25853.0
"Dallas County, Alabama",01,047,40029.0
"Macon County, Alabama",01,087,19054.0
"Shelby County, Alabama",01,117,211261.0
"Baldwin County, Alabama",01,003,208107.0
"Houston County, Alabama",01,069,104352.0
"Tuscaloosa County, Alabama",01,125,206213.0
"Clay County, Alabama",01,027,13378.0
"Pike County, Alabama",01,109,33403.0
"Coosa County, Alabama",01,037,10855.0
"Hale County, Alabama",01,065,14887.0
"Escambia County, Alabama",01,053,37328.0
"Butler County, Alabama",01,013,20025.0
"Perry County, Alabama",01,105,9486.0
"Conecuh County, Alabama",01,035,12514.0
"Bibb County, Alabama",01,007,22527.0
"Chambers County, Alabama",01,017,33826.0
"Fayette County, Alabama",01,057,16585.0
"Blount County, Alabama",01,009,57645.0
"Autauga County, Alabama",01,001,55200.0
"Geneva County, Alabama",01,061,26491.0
"Valdez-Cordova Census Area, Alaska",02,261,9301.0
"Hoonah-Angoon Census Area, Alaska",02,105,2132.0
"Wrangell City and Borough, Alaska",02,275,2484.0
"Pima County, Arizona",04,019,1019722.0
"Gila County, Arizona",04,007,53400.0
"Cochise County, Arizona",04,003,126279.0
"Apache County, Arizona",04,001,71522.0
"Yavapai County, Arizona",04,025,224645.0
"Navajo County, Arizona",04,017,108705.0
"Pulaski County, Arkansas",05,119,393463.0
"Clay County, Arkansas",05,021,15061.0
"Dallas County, Arkansas",05,039,7432.0
"Randolph County, Arkansas",05,121,17603.0
"Boone County, Arkansas",05,009,37288.0
"Independence County, Arkansas",05,063,37264.0
"Grant County, Arkansas",05,053,18086.0
"Faulkner County, Arkansas",05,045,122416.0
"Marion County, Arkansas",05,089,16438.0
"Searcy County, Arkansas",05,129,7923.0
"Crawford County, Arkansas",05,033,62472.0
"Hot Spring County, Arkansas",05,059,33520.0
"Madison County, Arkansas",05,087,16076.0
"Howard County, Arkansas",05,061,13389.0
"Mississippi County, Arkansas",05,093,42831.0
"Union County, Arkansas",05,139,39732.0
"Geauga County, Ohio",39,055,93961.0
"Monroe County, Ohio",39,111,14090.0
"Lake County, Ohio",39,085,230052.0
"Clark County, Ohio",39,023,135198.0
"Holmes County, Ohio",39,075,43859.0
"Warren County, Ohio",39,165,226564.0
"Ashland County, Ohio",39,005,53477.0
"Seminole County, Oklahoma",40,133,25071.0
"Blaine County, Oklahoma",40,011,9634.0
"Coal County, Oklahoma",40,029,5618.0
"Kingfisher County, Oklahoma",40,073,15618.0
"Marshall County, Oklahoma",40,095,16376.0
"Nowata County, Oklahoma",40,105,10383.0
"Rogers County, Oklahoma",40,131,90814.0
"Alfalfa County, Oklahoma",40,003,5857.0
"Cleveland County, Oklahoma",40,027,276733.0
"Atoka County, Oklahoma",40,005,13874.0
"Dewey County, Oklahoma",40,043,4918.0
"Logan County, Oklahoma",40,083,46044.0
"Washington County, Oklahoma",40,147,52001.0
"Haskell County, Oklahoma",40,061,12704.0
"Okmulgee County, Oklahoma",40,111,38889.0
"Jefferson County, Oklahoma",40,067,6223.0
"Garvin County, Oklahoma",40,049,27823.0
"Pontotoc County, Oklahoma",40,123,38358.0
"Hughes County, Oklahoma",40,063,13460.0
"Comanche County, Oklahoma",40,031,122561.0
"Pawnee County, Oklahoma",40,117,16428.0
"Douglas County, Oregon",41,019,108323.0
